SKU,Revenue,Cumulative_Revenue,Cumulative_Pct,ABC_Class
J0230-SKD-M,527699.2,527699.2,0.671595121762359,A
JNE3797-KR-L,524581.77,1052280.97,1.3392227355572328,A
J0230-SKD-S,479937.14,1532218.1099999999,1.9500317759661976,A
JNE3797-KR-M,453555.16,1985773.2699999998,2.527264852889843,A
JNE3797-KR-S,407302.57,2393075.84,3.0456329290462443,A
JNE3797-KR-XL,332155.24,2725231.08,3.468362087725669,A
J0230-SKD-L,305616.95,3030848.0300000003,3.8573163494488076,A
JNE3797-KR-XS,303616.7,3334464.7300000004,4.243724921994656,A
SET268-KR-NP-XL,284058.96,3618523.6900000004,4.605242642371888,A
JNE3797-KR-XXXL,276375.8,3894899.49,4.956982116400215,A
JNE3797-KR-XXL,275966.88,4170866.37,5.308201163872673,A
SET268-KR-NP-S,267030.48,4437896.85,5.6480469846165,A
J0230-SKD-XL,259032.58,4696929.43,5.977713993976224,A
SET268-KR-NP-L,258716.0,4955645.43,6.306978096559419,A
SET183-KR-DH-M,249412.98,5205058.41,6.624402380454891,A
J0341-DR-M,235151.42,5440209.83,6.9236761836888,A
J0230-SKD-XS,220629.86,5660839.69,7.20446860803038,A
J0341-DR-L,217865.04,5878704.73,7.4817422860396725,A
J0341-DR-S,214934.45,6093639.180000001,7.755286244640854,A
SET278-KR-NP-M,201821.14,6295460.32,8.012141083709242,A
JNE3405-KR-L,194645.29,6490105.61,8.259863322511233,A
J0003-SET-S,191771.79,6681877.4,8.503928499520475,A
J0341-DR-XXL,178656.29,6860533.69,8.731301769815676,A
J0008-SKD-M,174522.89,7035056.58,8.953414521852952,A
SET324-KR-NP-M,171020.92,7206077.5,9.171070367439436,A
SET397-KR-NP  -M,170781.59,7376859.09,9.388421621204495,A
J0003-SET-M,169574.52,7546433.609999999,9.6042366544795,A
JNE3405-KR-S,169048.87,7715482.4799999995,9.819382700619876,A
J0341-DR-XL,161609.48,7877091.96,10.025060742956404,A
SET345-KR-NP-M,154015.95,8031107.91,10.221074609745656,A
J0341-DR-XXXL,154002.86,8185110.7700000005,10.417071817081675,A
J0003-SET-XS,149347.62,8334458.390000001,10.607144367956908,A
J0008-SKD-S,148401.25,8482859.64,10.796012487452703,A
JNE3405-KR-M,146626.29,8629485.93,10.982621641088171,A
J0008-SKD-L,146340.0,8775825.93,11.168866437590996,A
J0003-SET-XXXL,144384.88,8920210.81,11.352622981213278,A
SET268-KR-NP-XXL,140307.24,9060518.05,11.531189971521282,A
J0339-DR-XL,139913.14,9200431.190000001,11.70925539647257,A
SET324-KR-NP-L,136244.61,9336675.8,11.882651936475689,A
J0008-SKD-XS,135530.82,9472206.620000001,12.055140046293655,A
SET268-KR-NP-XS,132258.48,9604465.100000001,12.223463496432872,A
J0335-DR-L,130103.47,9734568.570000002,12.389044296586361,A
J0003-SET-XXL,127392.12,9861960.690000001,12.551174400901402,A
J0339-DR-M,125713.33,9987674.020000001,12.711167933520937,A
SET345-KR-NP-L,125418.74,10113092.760000002,12.870786545718154,A
JNE3800-KR-L,125243.1,10238335.860000001,13.03018162343363,A
J0230-SKD-XXL,120104.9,10358440.760000002,13.18303738849781,A
SET268-KR-NP-M,119336.4,10477777.160000002,13.33491509475297,A
SET110-KR-PP-M,118524.61,10596301.770000001,13.48575964764368,A
SET278-KR-NP-S,117907.6,10714209.370000001,13.635818940852213,A
JNE3567-KR-M,115426.0,10829635.370000001,13.782719937716601,A
JNE3798-KR-XL,113888.81,10943524.180000002,13.927664575152706,A
SET397-KR-NP-S,113827.83,11057352.010000002,14.072531604226835,A
JNE3801-KR-M,113481.48,11170833.490000002,14.216957838677017,A
JNE3399-KR-M,113268.0,11284101.490000002,14.361112380226025,A
J0341-DR-XS,113103.33,11397204.820000002,14.505057348653262,A
SET291-KR-PP-M,112794.57,11509999.390000002,14.648609362704606,A
J0003-SET-XL,112328.22,11622327.610000003,14.791567859871646,A
SET331-KR-NP-M,111372.95,11733700.560000002,14.933310598758275,A
JNE3797-KR-A-M,111327.59,11845028.150000002,15.07499560863049,A
SET197-KR-NP-L,111088.96,11956117.110000003,15.216376917561135,A
SET345-KR-NP-S,110273.81,12066390.920000004,15.356720796904046,A
SET304-KR-DPT-XS,109123.47,12175514.390000004,15.495600655205482,A
SET345-KR-NP-XL,107393.52,12282907.910000004,15.632278831221075,A
JNE3800-KR-M,106812.48,12389720.390000004,15.768217526052032,A
SET278-KR-NP-L,106142.64,12495863.030000005,15.903303725225687,A
J0339-DR-L,103644.61,12599507.640000004,16.03521071783239,A
J0285-SKD-XL,103208.0,12702715.640000004,16.166562043221642,A
SET264-KR-NP-XL,102359.76,12805075.400000004,16.29683382585987,A
SET268-KR-NP-XXXL,102216.0,12907291.400000004,16.42692264723019,A
SET278-KR-NP-XL,101618.32,13008909.720000004,16.556250809929104,A
SET392-KR-NP-M,101290.08,13110199.800000004,16.685161226338526,A
JNE3801-KR-XXL,99872.48,13210072.280000005,16.812267483778957,A
J0119-TP-XXXL,99739.16,13309811.440000005,16.939204066788133,A
JNE3373-KR-XXXL,99452.5,13409263.940000005,17.065775821771027,A
J0119-TP-XL,99432.0,13508695.940000005,17.192321486701115,A
J0339-DR-XXL,97912.33,13606608.270000005,17.316933089652924,A
SET331-KR-NP-L,97033.52,13703641.790000005,17.440426243857875,A
JNE3368-KR-XXL,96761.57,13800403.360000005,17.5635732912403,A
JNE3801-KR-L,95810.58,13896213.940000005,17.685510027436266,A
SET324-KR-NP-S,95783.66,13991997.600000005,17.80741250293849,A
SET264-KR-NP-M,95767.76,14087765.360000005,17.92929474274122,A
SET398-KR-PP-XXL,94803.93,14182569.290000005,18.049950330075635,A
JNE3405-KR-XXXL,94773.0,14277342.290000005,18.17056655324744,A
J0012-SKD-XL,94378.0,14371720.290000005,18.29068006564558,A
SET291-KR-PP-L,93308.37,14465028.660000004,18.40943227544919,A
J0119-TP-XXL,93150.29,14558178.950000003,18.52798329912849,A
J0008-SKD-XL,93028.0,14651206.950000003,18.646378686097634,A
SET187-KR-DH-XL,92984.84,14744191.790000003,18.764719143960473,A
SET110-KR-PP-S,91798.83,14835990.620000003,18.88155018408995,A
SET324-KR-NP-XXL,91364.85,14927355.470000003,18.99782890416485,A
J0285-SKD-M,90705.53,15018061.000000002,19.113268517233944,A
J0285-SKD-L,89905.32,15107966.320000002,19.227689714636714,A
J0335-DR-XL,89850.14,15197816.460000003,19.34204068525343,A
JNE3291-KR-XL,88807.0,15286623.460000003,19.45506406671459,A
JNE3405-KR-XS,88127.0,15374750.460000003,19.567222022033743,A
SET183-KR-DH-XXXL,87534.16,15462284.620000003,19.67862547847932,A
J0339-DR-S,87475.57,15549760.190000003,19.78995436828128,A
JNE3368-KR-XXXL,87426.99,15637187.180000003,19.901221431021504,A
J0349-SET-L,87425.23,15724612.410000004,20.012486253835245,A
JNE3798-KR-M,87390.19,15812002.600000003,20.123706481748957,A
JNE3399-KR-XL,86867.29,15898869.890000002,20.234261222413178,A
J0003-SET-L,85866.6,15984736.490000002,20.343542399421445,A
J0349-SET-M,85858.65,16070595.140000002,20.45281345857996,A
SET345-KR-NP-XXL,85264.0,16155859.140000002,20.56132771530414,A
J0244-SKD-L,85175.72,16241034.860000003,20.669729619352125,A
SET324-KR-NP-XS,84317.08,16325351.940000003,20.777038744719846,A
SET324-KR-NP-XL,83771.94,16409123.880000003,20.883654078312485,A
SET304-KR-DPT-L,82865.93,16491989.810000002,20.98911634611259,A
JNE3797-KR-A-S,82518.64,16574508.450000003,21.094136622964374,A
J0012-SKD-L,82186.0,16656694.450000003,21.19873355371045,A
JNE3800-KR-XL,81671.3,16738365.750000004,21.30267543322816,A
J0349-SET-S,80978.23,16819343.980000004,21.405735252604334,A
JNE3399-KR-L,80823.0,16900166.980000004,21.50859751300988,A
J0335-DR-M,80805.57,16980972.550000004,21.611437590507112,A
JNE3801-KR-XL,79996.12,17060968.670000006,21.713247492723973,A
JNE3798-KR-XXL,79992.38,17140961.050000004,21.815052635097054,A
J0343-DR-M,79989.86,17220950.910000004,21.916854570302668,A
JNE3291-KR-L,79725.77,17300676.680000003,22.0183204019938,A
JNE3405-KR-XL,79558.62,17380235.300000004,22.119573504303123,A
JNE3440-KR-N-M,78904.58,17459139.880000003,22.219994219386084,A
JNE3373-KR-XXL,78222.1,17537361.980000004,22.319546352066993,A
SET331-KR-NP-XL,77947.0,17615308.980000004,22.418748368966032,A
SET397-KR-NP-XXL,77728.72,17693037.700000003,22.517672584073487,A
SET278-KR-NP-XS,77463.57,17770501.270000003,22.616259346619835,A
SET397-KR-NP-XS,77453.08,17847954.35,22.714832758695252,A
JNE3798-KR-L,76591.16,17924545.51,22.812309217681964,A
SET345-KR-NP-XS,75868.58,18000414.09,22.908866059577946,A
SET331-KR-NP-S,75796.67,18076210.76,23.005331382659413,A
SET350-KR-NP-L,75768.19,18151978.950000003,23.101760459657758,A
J0280-SKD-S,75743.25,18227722.200000003,23.198157795879656,A
JNE3800-KR-XXL,75617.16,18303339.360000003,23.294394659186487,A
SET293-KR-NP-M,75415.57,18378754.930000003,23.390374961822776,A
J0012-SKD-XXL,75029.0,18453783.930000003,23.485863282424187,A
SET374-KR-NP-L,74898.52,18528682.450000003,23.58118554302117,A
SET398-KR-PP-M,74804.48,18603486.930000003,23.676388120273458,A
J0339-DR-XXXL,74467.14,18677954.070000004,23.77116136979818,A
J0119-TP-L,73932.29,18751886.360000003,23.86525392348164,A
SET273-KR-NP-S,73305.0,18825191.360000003,23.95854813427595,A
JNE3405-KR-XXL,73283.29,18898474.650000002,24.051814715067994,A
J0006-SET-M,73072.95,18971547.6,24.144813599191345,A
J0012-SKD-M,72728.0,19044275.6,24.23737347045045,A
J0285-SKD-S,72357.96,19116633.560000002,24.32946239716604,A
J0301-TP-XL,72177.14,19188810.700000003,24.421321196888986,A
SET397-KR-NP-XL,72059.83,19260870.53,24.51303069787558,A
JNE3800-KR-S,72043.83,19332914.36,24.604719835894123,A
SET374-KR-NP-M,71947.97,19404862.33,24.696286974280355,A
SET363-KR-NP-XXL,70850.32,19475712.65,24.786457149424265,A
SET331-KR-NP-XXXL,70845.0,19546557.65,24.876620553881303,A
J0301-TP-L,70420.52,19616978.169999998,24.96624372879604,A
SET398-KR-PP-S,70364.2,19687342.369999997,25.055795226063257,A
SET374-KR-NP-XL,70299.14,19757641.509999998,25.145263922411647,A
J0244-SKD-M,70281.1,19827922.61,25.23470965951357,A
J0343-DR-XL,70042.57,19897965.18,25.323851822942466,A
SET269-KR-NP-L,70023.95,19967989.13,25.412970288967298,A
J0008-SKD-XXL,69562.0,20037551.13,25.50150083792404,A
JNE3801-KR-S,68843.83,20106394.959999997,25.58911738233312,A
J0281-SKD-S,68724.21,20175119.169999998,25.67658168810234,A
J0277-SKD-L,68579.18,20243698.349999998,25.763861416293064,A
JNE3440-KR-N-L,68475.0,20312173.349999998,25.851008556108088,A
SET304-KR-DPT-M,68260.86,20380434.209999997,25.937883163049513,A
SET304-KR-DPT-S,68005.48,20448439.689999998,26.02443275156719,A
SET350-KR-NP-XL,67867.16,20516306.849999998,26.1108063022261,A
J0157-DR-XXL,67785.0,20584091.849999998,26.197075289044083,A
J0343-DR-XXXL,67566.0,20651657.849999998,26.283065557736922,A
JNE3399-KR-S,67143.67,20718801.52,26.368518333161298,A
J0379-SKD-L,66523.0,20785324.52,26.453181190874552,A
J0118-TP-XL,66465.29,20851789.81,26.537770601907425,A
SET398-KR-PP-XXXL,66340.54,20918130.349999998,26.62220124542381,A
SET398-KR-PP-L,66334.16,20984464.509999998,26.706623769206683,A
J0285-SKD-XXL,66118.96,21050583.47,26.790772411069323,A
JNE3567-KR-XL,66117.0,21116700.47,26.874918558468377,A
SET397-KR-NP-XXXL,66020.93,21182721.4,26.958942438971157,A
JNE3373-KR-M,65812.58,21248533.979999997,27.042701155449397,A
SET291-KR-PP-XL,65692.24,21314226.219999995,27.12630671695421,A
SET398-KR-PP-XL,65631.42,21379857.639999997,27.20983487372674,A
J0002-SKD-XL,65330.08,21445187.719999995,27.2929795194498,A
SET110-KR-PP-XS,65172.02,21510359.739999995,27.37592300450227,A
SET345-KR-NP-XXXL,65168.19,21575527.929999996,27.45886161516926,A
J0005-DR-S,65052.57,21640580.499999996,27.5416530779384,A
SET291-KR-PP-S,64947.19,21705527.689999998,27.624310425109243,A
J0119-TP-M,64729.63,21770257.319999997,27.70669088682205,A
JNE3784-KR-M,64502.38,21834759.699999996,27.788782130754317,A
SET363-KR-NP-XL,64486.14,21899245.839999996,27.870852706274015,A
SET197-KR-NP-XXL,64457.0,21963702.839999996,27.952886195738156,A
JNE3440-KR-N-XXXL,64385.41,22028088.249999996,28.034828573647143,A
J0118-TP-XXXL,64260.0,22092348.249999996,28.116611344067202,A
SET393-KR-NP-XS,64002.72,22156350.969999995,28.198066677961062,A
JNE3567-KR-L,63700.62,22220051.589999996,28.279137533564477,A
JNE3798-KR-XXXL,63637.92,22283689.509999998,28.36012859178686,A
JNE3373-KR-XL,63516.67,22347206.18,28.44096533689201,A
JNE3800-KR-XXXL,63502.16,22410708.34,28.521783615330506,A
SET278-KR-NP-XXL,63401.64,22474109.98,28.60247396342225,A
JNE3291-KR-M,63304.0,22537413.98,28.683040046501482,A
J0005-DR-L,62738.53,22600152.51,28.762886464109354,A
JNE3784-KR-L,62725.9,22662878.41,28.84271680769933,A
SET269-KR-NP-XL,62023.23,22724901.64,28.921652873366938,A
J0157-DR-M,61985.14,22786886.78,29.000540462443738,A
J0285-SKD-XS,61570.0,22848456.78,29.078899708860842,A
SET269-KR-NP-M,61246.52,22909703.3,29.15684726697145,A
SET183-KR-DH-XL,61218.0,22970921.3,29.23475852809151,A
JNE3510-KR-S,61191.14,23032112.44,29.312635604878963,A
J0002-SKD-M,61159.08,23093271.52,29.390471879369194,A
J0157-DR-L,60403.28,23153674.8,29.467346258156287,A
SET291-KR-PP-XXXL,60250.12,23213924.92,29.544025712431747,A
J0335-DR-XXL,60081.47,23274006.39,29.620490528297132,A
SET374-KR-NP-S,60040.14,23334046.53,29.69690274407068,A
SET058-KR-NP-XL,59941.0,23393987.53,29.773188785803466,A
J0301-TP-XXL,59049.81,23453037.34,29.84834062294287,A
JNE3440-KR-N-XS,58634.0,23511671.34,29.92296326472329,A
SET388-KR-NP-XXXL,58611.39,23570282.73,29.997557131084488,A
JNE3801-KR-XXXL,58527.45,23628810.18,30.07204416822457,A
SET282-KR-PP-M,57929.0,23686739.18,30.145769566725402,A
SET327-KR-DPT-M,57894.43,23744633.61,30.2194509684884,A
J0117-TP-M,57745.15,23802378.759999998,30.292942383759517,A
J0277-SKD-M,57731.0,23860109.759999998,30.366415790530766,A
SET304-KR-DPT-XL,57563.92,23917673.68,30.43967655700818,A
J0236-SKD-L,57251.2,23974924.88,30.51253932927511,A
J0012-SKD-XXXL,57088.54,24032013.419999998,30.58519508651813,A
SET324-KR-NP-XXXL,56986.76,24089000.18,30.657721309830656,A
J0117-TP-XL,56866.77,24145866.95,30.730094823609686,A
J0236-SKD-XL,56594.62,24202461.57,30.802121976029085,A
SET327-KR-DPT-L,56333.72,24258795.29,30.87381708480076,A
SET374-KR-NP-XS,55908.15,24314703.439999998,30.94497057680294,A
SET293-KR-NP-S,55794.47,24370497.909999996,31.015979389917142,A
SET293-KR-NP-XS,55722.67,24426220.58,31.086896824212243,A
J0002-SKD-XXXL,55477.62,24481698.2,31.157502386924836,A
J0344-TP-L,55452.82,24537151.02,31.22807638703696,A
J0343-DR-XXL,55448.0,24592599.02,31.298644252804955,A
JNE3869-DR-M,55354.2,24647953.22,31.369092740672777,A
J0277-SKD-XL,55353.54,24703306.759999998,31.43954038856816,A
JNE3291-KR-XXL,55129.95,24758436.709999997,31.509703476711937,A
SET393-KR-NP-XXXL,54866.37,24813303.08,31.579531110410855,A
SET058-KR-NP-L,54795.67,24868098.75,31.649268765244706,A
J0301-TP-M,54771.89,24922870.64,31.718976155617298,A
SET110-KR-PP-L,54623.58,24977494.22,31.788494794002947,A
JNE3797-KR-A-L,54501.65,25031995.869999997,31.857858253845215,A
JNE3784-KR-XL,54480.39,25086476.259999998,31.927194656393702,A
SET363-KR-NP-L,54366.42,25140842.68,31.99638601097541,A
PJNE3068-KR-4XL,54124.38,25194967.06,32.06526932475798,A
PJNE3252-KR-N-6XL,54115.0,25249082.06,32.134140700750535,A
SET363-KR-NP-XXXL,53997.42,25303079.48,32.20286243438165,A
J0117-TP-XXL,53947.62,25357027.1,32.27152078827472,A
SET098-KR-PP-S,53730.0,25410757.1,32.33990218034864,A
SET319-KR-NP-M,53522.66,25464279.76,32.40801969381037,A
SET350-KR-NP-M,53449.82,25517729.580000002,32.47604450486006,A
J0281-SKD-XL,53403.42,25571133.000000004,32.54401026330243,A
J0379-SKD-M,53124.43,25624257.430000003,32.61162095521632,A
J0236-SKD-XXL,52706.39,25676963.820000004,32.678699613682554,A
J0340-TP-M,52705.0,25729668.820000004,32.745776503115934,A
SET369-KR-NP-XXL,52671.0,25782339.820000004,32.81281012124222,A
JNE3465-KR-M,52359.0,25834698.820000004,32.87944666149158,A
SET264-KR-NP-XXL,52261.0,25886959.820000004,32.94595847856165,A
JNE3368-KR-XL,52149.0,25939108.820000004,33.01232775485539,A
J0008-SKD-XXXL,51785.0,25990893.820000004,33.07823377362605,A
SET344-KR-NP-XXL,51647.28,26042541.100000005,33.14396451814925,A
JNE3510-KR-M,51498.0,26094039.100000005,33.209505276180565,A
J0118-TP-XXL,51479.0,26145518.100000005,33.27502185318732,A
J0006-SET-XL,51465.48,26196983.580000006,33.34052122348608,A
SET278-KR-NP-XXXL,51436.57,26248420.150000006,33.40598380044695,A
SET293-KR-NP-XL,51177.67,26299597.820000008,33.4711168791311,A
J0285-SKD-XXXL,51006.0,26350603.820000008,33.536031475894966,A
JNE2270-KR-487-A-XXL,50836.0,26401439.820000008,33.60072971612332,A
J0006-SET-S,50827.04,26452266.860000007,33.665416553089564,A
SET347-KR-NP-XS,50745.15,26503012.010000005,33.72999916983997,A
SET293-KR-NP-L,50735.65,26553747.660000004,33.794569696078106,A
PJNE3373-KR-N-6XL,50705.0,26604452.660000004,33.85910121450558,A
J0349-SET-XS,50702.0,26655154.660000004,33.92362891487654,A
J0308-DR-XXXL,50434.66,26705589.320000004,33.98781637550513,A
SET393-KR-NP-S,50318.65,26755907.970000003,34.05185619188854,A
PJNE3068-KR-6XL,50252.1,26806160.070000004,34.115811311051715,A
J0041-SET-XL,50093.33,26856253.400000002,34.17956436593759,A
J0344-TP-M,50075.48,26906328.880000003,34.243294703387235,A
PJNE2199-KR-N-6XL,49639.0,26955967.880000003,34.30646953906855,A
JNE3861-DR-L,49620.99,27005588.87,34.369621453683955,A
J0006-SET-L,49547.340000000004,27055136.21,34.43267963501207,A
JNE3468-KR-XL,49496.67,27104632.880000003,34.49567332936575,A
J0280-SKD-XS,49454.0,27154086.880000003,34.55861271822902,A
SET357-KR-NP-M,49262.67,27203349.550000004,34.62130860417501,A
JNE3465-KR-L,49155.0,27252504.550000004,34.6838674600729,A
J0011-LCD-M,49045.28,27301549.830000006,34.74628667691739,A
J0095-SET-XXXL,49031.27,27350581.100000005,34.808688063438,A
JNE3468-KR-L,48990.43,27399571.530000005,34.87103747348266,A
J0095-SET-XXL,48880.66,27448452.190000005,34.933247180839665,A
SET187-KR-DH-M,48871.0,27497323.190000005,34.9954445940547,A
SET273-KR-NP-M,48857.58,27546180.770000003,35.057624927830304,A
JNE3798-KR-S,48724.26,27594905.030000005,35.11963558717464,A
SET364-KR-NP-XXL,48667.36,27643572.390000004,35.181573830713866,A
PSET264-KR-NP-6XL,48624.0,27692196.390000004,35.24345689060968,A
J0244-SKD-S,48558.01,27740754.400000006,35.30525596598915,A
SET304-KR-DPT-XXXL,48281.54,27789035.940000005,35.36670318200762,A
SET319-KR-NP-XL,48262.24,27837298.180000003,35.428125835195885,A
SET374-KR-NP-XXL,48212.57,27885510.750000004,35.489485274095216,A
SET393-KR-NP-XXL,48201.93,27933712.680000003,35.5508311716208,A
PJNE3399-KR-N-6XL,48182.0,27981894.680000003,35.6121517045243,A
SET357-KR-NP-L,48143.77,28030038.450000003,35.67342358266103,A
SET293-KR-NP-XXL,48004.24,28078042.69,35.73451788298953,A
SET333-KR-DPT-S,47924.61,28125967.3,35.795510839371424,A
SET331-KR-NP-XS,47882.71,28173850.01,35.856450470230754,A
SET388-KR-NP-XXL,47880.82,28221730.830000002,35.91738769571448,A
JNE3784-KR-XXL,47678.86,28269409.69,35.978067889634026,A
J0280-SKD-M,47541.25,28316950.94,36.03857294930151,A
JNE3465-KR-XXL,47516.62,28364467.560000002,36.09904666272506,A
JNE3510-KR-L,47490.28,28411957.840000004,36.15948685361247,A
SET392-KR-NP-L,47208.95,28459166.790000003,36.21956899988732,A
J0005-DR-XL,46921.59,28506088.380000003,36.27928542725604,A
JNE3510-KR-XL,46752.95,28552841.330000002,36.33878722894154,A
SET392-KR-NP-S,46642.85,28599484.180000003,36.39814890795318,A
J0002-SKD-L,46558.0,28646042.180000003,36.45740259959988,A
SET265-KR-NP-L,46488.0,28692530.180000003,36.516567203261374,A
SET331-KR-NP-XXL,46462.0,28738992.180000003,36.5756987170998,A
SET396-KR-PP-M,46445.74,28785437.92,36.63480953707193,A
J0005-DR-XXXL,46377.76,28831815.680000003,36.69383383988359,A
SET347-KR-NP-S,46348.86,28878164.540000003,36.752821362084205,A
SET183-KR-DH-S,46233.86,28924398.400000002,36.81166252545197,A
J0236-SKD-S,46216.0,28970614.400000002,36.870480958656664,A
JNE3861-DR-XL,46165.8,29016780.200000003,36.929235503049114,A
JNE3465-KR-XXXL,45897.0,29062677.200000003,36.98764794957836,A
J0095-SET-L,45825.0,29108502.200000003,37.04596876275139,A
J0283-SET-L,45745.0,29154247.200000003,37.10418776108419,A
SET364-KR-NP-M,45606.08,29199853.28,37.16222995794691,A
J0157-DR-XL,45604.76,29245458.040000003,37.22027047486478,A
JNE2305-KR-533-M,45572.0,29291030.040000003,37.27826929860557,A
J0340-TP-S,45351.14,29336381.180000003,37.33598703702617,A
J0236-SKD-XXXL,45350.0,29381731.180000003,37.3937033245853,A
SET374-KR-NP-XXXL,45343.71,29427074.890000004,37.451411606952625,A
JNE3440-KR-N-XXL,45141.29,29472216.180000003,37.50886227232043,A
SET402-KR-NP-L,44992.23,29517208.410000004,37.56612323118717,A
SET291-KR-PP-XXL,44983.99,29562192.400000002,37.62337370312535,A
J0281-SKD-XS,44875.0,29607067.400000002,37.68048546507058,A
J0009-SKD-L,44766.0,29651833.400000002,37.73745850429598,A
J0002-SKD-XXL,44709.86,29696543.26,37.79436009495725,A
JNE3721-KR-XL,44653.18,29741196.44,37.85118954980421,A
SET363-KR-NP-M,44562.92,29785759.360000003,37.90790413205767,A
JNE3861-DR-XXL,44462.95,29830222.310000002,37.9644914839414,A
J0308-DR-XXL,44339.48,29874561.790000003,38.02092169734609,A
JNE3781-KR-XL,44314.1,29918875.890000004,38.077319609992706,A
SET377-KR-NP-XS,44247.17,29963123.060000006,38.13363234179861,A
SET145-KR-NP-M,44225.19,30007348.250000007,38.189917099977166,A
SET269-KR-NP-S,44196.0,30051544.250000007,38.246164708465884,A
SET282-KR-PP-XXL,44178.5,30095722.750000007,38.302390044958294,A
MEN5009-KR-M,44137.0,30139859.750000007,38.35856256500234,A
SET392-KR-NP-XL,44083.9,30183943.650000006,38.41466750544617,A
JNE3798-KR-XS,44005.77,30227949.420000006,38.47067301097166,A
SET402-KR-NP-M,43933.33,30271882.750000004,38.526586323159314,A
JNE3613-KR-XL,43922.0,30315804.750000004,38.58248521582022,A
J0340-TP-XS,43730.38,30359535.130000003,38.63814023648505,A
J0041-SET-M,43696.19,30403231.320000004,38.69375174403253,A
JNE3368-KR-L,43648.14,30446879.460000005,38.7493020990416,A
JNE3739-KR-L,43634.26,30490513.720000006,38.804834789175885,A
JNE2305-KR-533-XL,43634.0,30534147.720000006,38.86036714841194,A
J0244-SKD-XXXL,43565.21,30577712.930000007,38.915811959612256,A
SET184-KR-PP-L,43341.15,30621054.080000006,38.97097161289876,A
JNE3373-KR-L,43312.0,30664366.080000006,39.02609416740286,A
J0097-KR-M,43270.0,30707636.080000006,39.08116326911584,A
SET402-KR-NP-XXXL,43205.9,30750841.980000004,39.13615079168808,A
SET145-KR-NP-L,42998.34,30793840.320000004,39.190874155657326,A
SET327-KR-DPT-XL,42957.29,30836797.610000003,39.24554527588668,A
SET348-KR-NP-M,42949.0,30879746.610000003,39.3002058455532,A
SET265-KR-NP-M,42828.38,30922574.990000002,39.35471290389436,A
JNE3546-KR-L,42777.61,30965352.6,39.40915534799254,A
SET348-KR-NP-L,42652.57,31008005.17,39.46343865549542,A
J0401-DR-S,42634.16,31050639.330000002,39.5176985328582,A
SET377-KR-NP-S,42485.36,31093124.69,39.571769034618136,A
SET304-KR-DPT-XXL,42194.0,31135318.69,39.625468726729935,A
J0338-DR-L,42188.82,31177507.51,39.67916182633083,A
J0344-TP-XL,42086.8,31219594.310000002,39.732725086556705,A
JNE3160-KR-G-XL,42077.0,31261671.310000002,39.78627587446465,A
SET098-KR-PP-M,42048.0,31303719.310000002,39.83978975449302,A
JNE3781-KR-XXXL,42021.1,31345740.410000004,39.89326939928136,A
JNE3613-KR-L,41963.0,31387703.410000004,39.94667510104197,A
JNE3797-KR-A-XL,41846.96,31429550.370000005,39.99993312037682,A
SET363-KR-NP-S,41659.0,31471209.370000005,40.05295192574453,A
J0011-LCD-S,41640.78,31512850.150000006,40.10594754278238,A
J0012-SKD-XS,41588.0,31554438.150000006,40.158875987479384,A
JNE3546-KR-M,41549.43,31595987.580000006,40.21175534469654,A
J0013-SKD-L,41337.11,31637324.690000005,40.264364485327704,A
J0379-SKD-XL,41334.43,31678659.120000005,40.316970215161724,A
J0095-SET-M,41307.8,31719966.920000006,40.3695420533808,A
J0338-DR-S,41279.14,31761246.060000006,40.42207741643336,A
SET355-KR-PP-S,41240.62,31802486.680000007,40.474563755640354,A
J0041-SET-XS,41196.33,31843683.010000005,40.52699372760641,A
J0280-SKD-XL,41095.76,31884778.770000007,40.579295705591434,A
JNE3568-KR-XL,41015.0,31925793.770000007,40.631494901495245,A
J0004-SKD-XXXL,41012.0,31966805.770000007,40.68369027934254,A
J0343-DR-S,40819.86,32007625.630000006,40.73564112339731,A
J0095-SET-XL,40798.09,32048423.720000006,40.78756426108867,A
SET400-KR-NP-L,40607.57,32089031.290000007,40.839244926738004,A
J0280-SKD-L,40589.0,32129620.290000007,40.890901958617555,A
SET377-KR-NP-XXL,40558.78,32170179.070000008,40.94252052994121,A
JNE3465-KR-XL,40545.72,32210724.790000007,40.994122479992186,A
SET264-KR-NP-L,40512.28,32251237.070000008,41.04568187143995,A
JNE3546-KR-XL,40448.61,32291685.680000007,41.09716023100174,A
SET319-KR-NP-S,40399.67,32332085.35000001,41.14857630533501,A
JNE3487-KR-XL,40280.0,32372365.35000001,41.19984007739415,A
J0335-DR-S,40259.48,32412624.83000001,41.251077733946765,A
SET364-KR-NP-L,40208.08,32452832.910000008,41.30224997446452,A
J0338-DR-XS,40157.0,32492989.910000008,41.353357206206795,A
SET348-KR-NP-XL,40144.67,32533134.58000001,41.404448745736815,A
J0277-SKD-S,40088.0,32573222.58000001,41.455468162179386,A
J0013-SKD-M,40051.0,32613273.58000001,41.50644048925834,A
J0376-SKD-XXL,40043.0,32653316.58000001,41.557402634853275,A
SET251-KR-PP-M,39948.0,32693264.58000001,41.60824387532543,A
SET356-KR-NP-XL,39887.4,32733151.980000008,41.6590079910561,A
SET405-KR-NP-M,39734.0,32772885.980000008,41.709576876830624,A
JNE3468-KR-M,39619.82,32812505.80000001,41.760000447374416,A
SET344-KR-NP-L,39497.8,32852003.60000001,41.810268724833136,A
